,Review,Sentiment
2023,Mind-blowing purchase Super super niceREAD MORE,Positive
2024,"Awesome The product is a bit costly. But, it's not a regular shuttle. Being new to this sport, I didn't have a clear idea whether it'll last longer or not. I had to experiment and as of now I can assure you that it's the best quality you can get at this price point. Go for it. The whole box will last you more than a month if you are a regular player.READ MORE",Positive
2025,Worth every penny Nice and very durableREAD MORE,Positive
2026,Terrific Original product.I love it.READ MORE,Positive
2027,Fabulous! GoodREAD MORE,Positive
2028,Must buy! Just okREAD MORE,Neutral
2029,Wonderful OkayREAD MORE,Neutral
2030,Great product FantasticREAD MORE,Positive
2031,Wonderful goodREAD MORE,Neutral
2032,Classy product Some shttles are not good quality. Doesn't look authentic as local markets shuttles are much better and durable.READ MORE,Neutral
2033,Fabulous! GoodREAD MORE,Positive
2034,Terrific purchase Original product if you are intermediate then it is good for youREAD MORE,Positive
2035,Nice product Super it's good for playingREAD MORE,Positive
2036,"Must buy! Excellent,original quality,fast delivery even in this situation,tq fkmlipcartREAD MORE",Positive
2037,Terrific Worth............READ MORE,Positive
2038,Great product Good ProductREAD MORE,Positive
2039,Delightful Nice durableREAD MORE,Positive
2040,Pretty good Good qualityREAD MORE,Positive
2041,Highly recommended GoodREAD MORE,Positive
2042,Simply awesome Very gud shuttle 👍🏻READ MORE,Positive
2043,Must buy! Good qualityREAD MORE,Positive
2044,"Good quality product In such pandemic time this product yonex MAVIS 350 is not easy to find in sports stores , and they demand more than 200+ for single piece so please buy this product i got it for 900 price and quality are good go for itREAD MORE",Positive
2045,Highly recommended Great product 👌READ MORE,Positive
2046,Excellent Thanks flipcartREAD MORE,Positive
2047,Simply awesome GoodREAD MORE,Positive
2048,Mind-blowing purchase Value for moneyREAD MORE,Positive
2049,Classy product good qualtyREAD MORE,Positive
2050,Really Nice GoodREAD MORE,Positive
2051,Must buy! goodREAD MORE,Positive
2052,Must buy! just awesomeREAD MORE,Positive
2053,Really Nice Original product from yonexREAD MORE,Positive
2054,Decent product GoodREAD MORE,Positive
2055,Does the job Nice quality brilliant good conditionREAD MORE,Positive
2056,Worth every penny GoodREAD MORE,Positive
2057,Awesome Good productREAD MORE,Positive
2058,Worth the money Nice productREAD MORE,Positive
2059,Highly recommended WowREAD MORE,Positive
2060,Good quality product Good delivery service and product also awesomeREAD MORE,Positive
2061,Brilliant NiceREAD MORE,Positive
2062,Highly recommended best!READ MORE,Positive
2063,Perfect product! Very good productREAD MORE,Positive
2064,Awesome Only 4 shuttles are good.. two are waste of money..READ MORE,Neutral
2065,"Terrific Yah, not bad.... better for shuttle players who r in beginners not for extraordinary players...READ MORE",Neutral
2066,Excellent Checked code with Yonex sunrise India...found the product to be genuine.... Quick & decent delivery serviceREAD MORE,Positive
2067,Worth the money Nice shuttles..... Mavis 350 are very good shuttles. But Little costly.... But no problem . Can be better than mavis 10......worthy.READ MORE,Positive
2068,Perfect product! GoodREAD MORE,Positive
2069,Wonderful GoodREAD MORE,Positive
2070,Must buy! The product is good and price worthy.READ MORE,Positive
2071,Classy product Good professional productREAD MORE,Positive
2072,Best in the market! GoodREAD MORE,Positive
2073,Worth every penny NiceREAD MORE,Positive
2074,Hated it! Super shuttle..READ MORE,Positive
2075,Just wow! Good quality like purchased in sports centerREAD MORE,Positive
2076,Very Good Jst AwesomeREAD MORE,Positive
2077,Highly recommended SupperREAD MORE,Positive
2078,Value-for-money Super productREAD MORE,Positive
2079,Simply awesome Nice productREAD MORE,Positive
2080,Wonderful Super and durable for our shotsREAD MORE,Positive
2081,Brilliant Good productREAD MORE,Positive
2082,Nice product Good productREAD MORE,Positive
2083,Great product Soon brokenREAD MORE,Positive
2084,Highly recommended Get in time.READ MORE,Negative
2085,Delightful fast delivery during corona pandemic is something unbelievable.READ MORE,Positive
2086,Brilliant GoodREAD MORE,Positive
2087,Decent product The product is too goodREAD MORE,Positive
2088,Pretty good Very good👍👍READ MORE,Positive
2089,Must buy! Good and original Yonex shuttle..READ MORE,Positive
2090,Worth every penny GoodREAD MORE,Positive
2091,Pretty good Nice product and fast deliveryREAD MORE,Positive
2092,Terrific NicREAD MORE,Positive
2093,Super! Good onesREAD MORE,Positive
2094,Terrific purchase SuperREAD MORE,Positive
2095,Awesome NiceREAD MORE,Positive
2096,Terrific Best nylon shuttle for outdoor and indoor..READ MORE,Positive
2097,Utterly Disappointed Normal items not for QualityREAD MORE,Neutral
2098,Super! Good productREAD MORE,Positive
2099,Just wow! Perfect 3day usage of each one.Worth purchase 👌👍😊READ MORE,Positive
2100,Super! GoodREAD MORE,Positive
2101,Awesome Very nice and durableREAD MORE,Positive
2102,Simply awesome Very worth it product and value for moneyREAD MORE,Positive
2103,Best in the market! The quality is too goodREAD MORE,Positive
2104,Highly recommended It's perfectly pure on qualityREAD MORE,Positive
2105,Super! Go for itREAD MORE,Positive
2106,Terrific purchase Nice pack... Go for it... Value for money...  Thnks flipkart..READ MORE,Positive
2107,Value-for-money Fast delivery best qualityREAD MORE,Negative
2108,Unsatisfactory thank you flipkart for a quality product and standard delivery...READ MORE,Positive
2109,Fair Quality doesn't missed anywhereREAD MORE,Positive
2110,Does the job Good productREAD MORE,Positive
2111,Brilliant thisbis very good product but price is to much price will be 800READ MORE,Positive
2112,Mind-blowing purchase classic chumma chiseledREAD MORE,Positive
2113,Simply awesome Excellent productREAD MORE,Positive
2114,Terrific purchase Good productREAD MORE,Positive
2115,Just wow! NiceREAD MORE,Positive
2116,Excellent Quality goodREAD MORE,Positive
2117,Just wow! GoodREAD MORE,Positive
2118,Fair Product was too bad and quality not good as expected.. Earlier we bought same product and used each shuttle for a week.. This product not sure why it got damaged with in a day.. please check and do the needful ASAPREAD MORE,Negative
2119,Wonderful GoodREAD MORE,Neutral
2120,"Pretty good Quality of product is not good, cork broken only within one hours.READ MORE",Neutral
2121,Good quality product goodREAD MORE,Positive
2122,Brilliant Very goodREAD MORE,Positive
2123,Good choice NiceREAD MORE,Positive
2124,Fair NiceREAD MORE,Positive
2125,"Great product No shuttlecocks can compete this one, in terms of flight, durability, exactness, well balanced!READ MORE",Positive
2126,Classy product very good productREAD MORE,Positive
2127,Decent product Firstly  Yonex is best company  for badminton and this shuttle is better than Yonex 250READ MORE,Positive
2128,Fabulous! GoodREAD MORE,Neutral
2129,"Terrific Very good product,thank you flipkartREAD MORE",Positive
2130,Highly recommended UnbeatableREAD MORE,Positive
2131,Excellent Timed delivery. SatisfyingREAD MORE,Positive
2132,Must buy! This is very niceREAD MORE,Positive
2133,"Highly recommended If Price would be around 850, then it's betterREAD MORE",Positive
2134,Mind-blowing purchase Not niceREAD MORE,Neutral
2135,Nice product SatisfiedREAD MORE,Positive
2136,Perfect product! Ok fineREAD MORE,Positive
2137,Did not meet expectations Not so good in terms of durabilityREAD MORE,Neutral
2138,Classy product Very good qualityREAD MORE,Positive
2139,Mind-blowing purchase Nice shuttles. Played 9 games so far without baby damage to the shuttles. It will last another 8-9 gamesREAD MORE,Positive
2140,Awesome Nice productREAD MORE,Positive
2141,Mind-blowing purchase I am well satisfied.I am very greatful to flipkart.Hope that in future order also you will deliver me the right goods.ThankuREAD MORE,Positive
2142,Best in the market! Good qualityREAD MORE,Positive
2143,Utterly Disappointed GoodREAD MORE,Positive
2144,Brilliant Its original product. You are not going to waste your money. Feel free to buy 😄.READ MORE,Positive
2145,Just wow! SuperREAD MORE,Positive
2146,Excellent Best in seeREAD MORE,Positive
2147,Nice 2 shuttles missingREAD MORE,Negative
2148,Brilliant Nice productsREAD MORE,Positive
2149,Mind-blowing purchase Good productREAD MORE,Positive
2150,Really Nice Quality - excellentREAD MORE,Positive
2151,Good quality product PerfectREAD MORE,Positive
2152,Great product Nyc productREAD MORE,Positive
2153,"Great product Nothing much to tellAlways best product for badminton ,READ MORE",Negative
2154,Great product GoodREAD MORE,Positive
2155,Best in the market! Products are good qualityREAD MORE,Positive
2156,Excellent Nice productREAD MORE,Positive
2157,Simply awesome The quality of the shuttle wasn't upto the mark and also it started deteriorating after 3-4 matches onlyREAD MORE,Neutral
2158,Worth every penny Awesome!READ MORE,Positive
2159,Wonderful GoodREAD MORE,Positive
2160,Highly recommended ORGREAD MORE,Positive
2161,Just wow! NiceREAD MORE,Positive
2162,Perfect product! I was so happy 😁😁.It is very good product in Yonex Mavis 350 nylon shuttle.READ MORE,Positive
2163,Horrible CoolREAD MORE,Positive
2164,Useless product GreatREAD MORE,Positive
2165,Decent product Satisfied....READ MORE,Positive
2166,Best in the market! NiceREAD MORE,Positive
2167,Mind-blowing purchase Good shuttle for defensive play Better for intermediate playersBeginner is mavis 10 bestREAD MORE,Positive
2168,Unsatisfactory NiceREAD MORE,Positive
2169,Good Although genuine product but durability is very lessREAD MORE,Positive
2170,Delightful nice product and durableREAD MORE,Positive
2171,Best in the market! Nice product but delivery is very delayREAD MORE,Positive
2172,Simply awesome Genuine product 👍READ MORE,Positive
2173,Mind-blowing purchase It is a waste product and I suggest the people to not bay from FlipkartREAD MORE,Negative
2174,Simply awesome Used productsREAD MORE,Negative
2175,Simply awesome Durability is not good as expected. It usually last for 4-5daysREAD MORE,Neutral
2176,Terrific purchase Good and best productREAD MORE,Positive
2177,Awesome GoodREAD MORE,Positive
2178,Classy product Worst experience with this purchaseREAD MORE,Negative
2179,Terrific purchase GoodREAD MORE,Neutral
2180,Super! Long lastingREAD MORE,Positive
2181,Wonderful Super...READ MORE,Positive
2182,Great product Good qualityREAD MORE,Positive
2183,Simply awesome SupperREAD MORE,Positive
2184,Simply awesome Very nice product....READ MORE,Positive
2185,Simply awesome AwesomeREAD MORE,Positive
2186,Brilliant Good product But price is on higher sideREAD MORE,Positive
2187,Simply awesome GoodREAD MORE,Positive
2188,Pretty good Good one... On problem for  20 to 30 days..READ MORE,Positive
2189,Nice product Nice qualityREAD MORE,Positive
2190,Simply awesome SuperREAD MORE,Positive
2191,Awesome Best durability little slow but similar flight as feather shuttle tournament grade.READ MORE,Positive
2192,Must buy! As usual . Awesome and best among all the shuttles brands.READ MORE,Positive
2193,Delightful SUPPERBREAD MORE,Positive
2194,Does the job Excellent productREAD MORE,Positive
2195,Wonderful NiceREAD MORE,Positive
2196,Does the job AwsmREAD MORE,Positive
2197,Must buy! NiceREAD MORE,Positive
2198,Worth every penny Great QualityREAD MORE,Positive
2199,Decent product GoodREAD MORE,Positive
2200,Must buy! Nice productSafe deliveryREAD MORE,Positive
2201,Excellent Excellent productREAD MORE,Positive
2202,Fair Very goodREAD MORE,Positive
2203,Awesome GoodREAD MORE,Positive
2204,Highly recommended OkREAD MORE,Neutral
2205,Delightful Nice oneREAD MORE,Positive
2206,Mind-blowing purchase This quality goodREAD MORE,Neutral
2207,"Simply awesome Original product I got, happy with deliveryREAD MORE",Positive
2208,Worth every penny So good 👍 service also nice 👌READ MORE,Positive
2209,Mind-blowing purchase Generally it's base broke in some of the shuttleREAD MORE,Neutral
2210,Wonderful GoodREAD MORE,Positive
2211,Does the job Original shuttle. Great experienceREAD MORE,Positive
2212,Super! Some of the items not good qualityREAD MORE,Neutral
2213,Wonderful Very goodREAD MORE,Positive
2214,Worthless Good oneREAD MORE,Positive
2215,Delightful Nice 👍READ MORE,Positive
2216,Perfect product! GoodREAD MORE,Positive
2217,Wonderful Very fineREAD MORE,Positive
2218,Classy product ExcellentREAD MORE,Positive
2219,Worth the money ExcellentREAD MORE,Positive
2220,Simply awesome Original product.. very good qualityREAD MORE,Positive
2221,Very Good The shuttle are good.... If u play normally it can last for more than week.... But since I mostly smash and have usually serious play.... So lasting for 3-4 days........... Would say go for itREAD MORE,Neutral
2222,Best in the market! Nice service and very fast delivery and appropriate item not like other on line storesREAD MORE,Positive
2223,Great product Good 👍READ MORE,Positive
2224,Terrific Inside the shuttle was of local brand and was abysmal in quality.READ MORE,Negative
2225,Great product GoodREAD MORE,Positive
2226,Terrific Must buyREAD MORE,Positive
2227,Highly recommended Thanks🙏 nice👍READ MORE,Positive
2228,Highly recommended SuperREAD MORE,Positive
2229,Highly recommended Best shuttlecock for playing indoor as well as you can use for outdoor gaming.READ MORE,Positive
2230,Really Nice It is good productREAD MORE,Positive
2231,Fabulous! GoodREAD MORE,Positive
2232,Fabulous! Good productREAD MORE,Positive
2233,Pretty good Best qualityREAD MORE,Positive
2234,Mind-blowing purchase Great dealREAD MORE,Positive
2235,Wonderful Got the genuine yonex productREAD MORE,Positive
2236,Fabulous! Good quality as expected.READ MORE,Positive
2237,Highly recommended goodREAD MORE,Positive
2238,Wonderful Nice product advance deliveryREAD MORE,Positive
2239,Excellent SuperREAD MORE,Positive
