,Review Title,Up Votes,Down Votes,Month,Review text,Ratings,Year,Sentiment
1415,Classy product,0.0,0.0,Nov,NiceREAD MORE,5,2021,Positive
1416,Simply awesome,0.0,0.0,Nov,Good product. Original Yonex.READ MORE,5,2021,Positive
1417,Wonderful,0.0,0.0,Nov,GoodREAD MORE,4,2021,Positive
1418,Wonderful,0.0,0.0,Nov,As usual it's a good one. Its YonexREAD MORE,4,2021,Positive
1419,Must buy!,0.0,0.0,Nov,BestREAD MORE,5,2021,Positive
1420,Must buy!,0.0,0.0,Nov,nice shuttle for reasonable price. the flight doesnt alter much even after 6 or 7 games. far better than those purchased from local storesREAD MORE,5,2021,Positive
1421,Fabulous!,0.0,0.0,Nov,ExcellentREAD MORE,5,2021,Positive
1422,Brilliant,0.0,0.0,Nov,Best shuttle for practiceREAD MORE,5,2021,Positive
1423,Perfect product!,0.0,0.0,Nov,Marvellous product.READ MORE,5,2021,Positive
1424,Perfect product!,0.0,0.0,Nov,Good oneREAD MORE,5,2021,Positive
1425,Worthless,0.0,0.0,Nov,Quality not goodREAD MORE,1,2021,Negative
1426,Brilliant,0.0,0.0,Nov,SuperREAD MORE,5,2021,Positive
1427,Brilliant,0.0,0.0,Nov,GoodREAD MORE,5,2021,Positive
1428,Simply awesome,0.0,0.0,Nov,GoodREAD MORE,5,2021,Positive
1429,Simply awesome,0.0,0.0,Nov,Awesome product 👍🏻READ MORE,5,2021,Positive
1430,Highly recommended,0.0,0.0,Nov,NiceREAD MORE,5,2021,Positive
1431,Hated it!,0.0,0.0,Nov,poor QualityREAD MORE,1,2021,Negative
1432,Could be way better,0.0,0.0,Nov,Product quantity to badREAD MORE,2,2021,Negative
1433,Excellent,0.0,0.0,Nov,GoodREAD MORE,5,2021,Positive
1434,Value-for-money,0.0,0.0,Nov,Nice productREAD MORE,4,2021,Positive
1435,Classy product,0.0,0.0,Nov,GoodREAD MORE,5,2021,Positive
1436,Highly recommended,0.0,0.0,Nov,NiceREAD MORE,5,2021,Positive
1437,Delightful,0.0,0.0,Nov,BestREAD MORE,4,2021,Positive
1438,Hated it!,0.0,0.0,Nov,not goodREAD MORE,1,2021,Negative
1439,Don't waste your money,0.0,0.0,Nov,Not that good ququalityREAD MORE,1,2021,Negative
1440,Nice product,0.0,0.0,Nov,SuperREAD MORE,4,2021,Positive
1441,Really Nice,0.0,0.0,Nov,genuine product thank you flipkartREAD MORE,4,2021,Positive
1442,Just wow!,0.0,0.0,Nov,I'm an intermediate player. The shuttle easily lasts for 10-15 games without any problem. Can be used for casual outdoor games.READ MORE,5,2021,Positive
1443,Classy product,0.0,0.0,Nov,Best!READ MORE,5,2021,Positive
1444,Good,0.0,0.0,Nov,Not badREAD MORE,3,2021,Neutral
1445,Fabulous!,0.0,0.0,Nov,GREAT SELLER REPLACEMENT DELIVERY IN 2 daysREAD MORE,5,2021,Positive
1446,Good choice,0.0,0.0,Nov,Good QualityREAD MORE,4,2021,Positive
1447,Perfect product!,0.0,0.0,Nov,Nice qualityREAD MORE,5,2021,Positive
1448,Just wow!,0.0,0.0,Nov,GoodREAD MORE,5,2021,Positive
1449,Waste of money!,0.0,0.0,Nov,"Instead of Mavis 350,I got Mavis 2000i.That product is also duplicate. I am quite frustrated. Please don't buy this product.READ MORE",1,2021,Negative
1450,Unsatisfactory,0.0,0.0,Nov,AverageREAD MORE,1,2021,Negative
1451,Fabulous!,0.0,0.0,Oct,Best qualityREAD MORE,5,2021,Positive
1452,Worth every penny,0.0,0.0,Oct,NiceREAD MORE,5,2021,Positive
1453,Classy product,0.0,0.0,Oct,Amazing priceREAD MORE,5,2021,Positive
1454,Awesome,0.0,0.0,Oct,"The product and pacaging is very good 👌, thank you flipkartREAD MORE",5,2021,Positive
1455,Mind-blowing purchase,0.0,0.0,Oct,AwesomeREAD MORE,5,2021,Positive
1456,Terrific,0.0,0.0,Oct,Very goodREAD MORE,5,2021,Positive
1457,Just okay,0.0,0.0,Oct,Not badREAD MORE,3,2021,Neutral
1458,Classy product,0.0,0.0,Oct,ExcellentREAD MORE,5,2021,Positive
1459,Classy product,0.0,0.0,Oct,"Must buy , value for moneyREAD MORE",5,2021,Positive
1460,Fabulous!,0.0,0.0,Oct,ValuableREAD MORE,5,2021,Positive
1461,Wonderful,0.0,0.0,Oct,SuperREAD MORE,5,2021,Positive
1462,Utterly Disappointed,0.0,0.0,Oct,Iam order this cockes are quality is not good and speed is slow bad productREAD MORE,1,2021,Negative
1463,Very Good,0.0,0.0,Oct,Good oneREAD MORE,4,2021,Positive
1464,Good,0.0,0.0,Oct,Not good and bottom of corck damage early when we ply not sticky we believe Yonex but this was not  good productREAD MORE,3,2021,Neutral
1465,Best in the market!,0.0,0.0,Oct,Very good goodREAD MORE,5,2021,Positive
1466,Simply awesome,0.0,0.0,Oct,Very good qualityREAD MORE,5,2021,Positive
1467,Pretty good,0.0,0.0,Oct,WorthyREAD MORE,4,2021,Positive
1468,Delightful,0.0,0.0,Oct,Product is good.READ MORE,4,2021,Positive
1469,Really Nice,0.0,0.0,Oct,Good productREAD MORE,4,2021,Positive
1470,Best in the market!,0.0,0.0,Oct,Nice packing  good qualityREAD MORE,5,2021,Positive
1471,Perfect product!,0.0,0.0,Oct,OkREAD MORE,5,2021,Positive
1472,Nice product,0.0,0.0,Oct,Nice productREAD MORE,4,2021,Positive
1473,Brilliant,0.0,0.0,Oct,GoodREAD MORE,5,2021,Positive
1474,Best in the market!,0.0,0.0,Oct,Best badminton shuttle nothing is better than this product Just a little expensive but is the best !READ MORE,5,2021,Positive
1475,Nice,0.0,0.0,Oct,The price of this product is highREAD MORE,3,2021,Neutral
1476,Delightful,0.0,0.0,Oct,SuperbREAD MORE,4,2021,Positive
1477,Fabulous!,0.0,0.0,Oct,GoodREAD MORE,5,2021,Positive
1478,Not good,0.0,0.0,Oct,Speed of the shuttle is not not as per standard Yonex Mavis 350?READ MORE,2,2021,Negative
1479,Excellent,0.0,0.0,Oct,Good qualityREAD MORE,5,2021,Positive
1480,Best in the market!,0.0,0.0,Oct,GoodREAD MORE,5,2021,Positive
1481,Highly recommended,0.0,0.0,Oct,Good you such definetely go for it 👍👍🤞READ MORE,5,2021,Positive
1482,Waste of money!,0.0,0.0,Oct,GoodREAD MORE,1,2021,Negative
1483,Must buy!,0.0,0.0,Oct,Good ProductAwesome Delivery Nice Durability Highly Recommended 🥰🥰READ MORE,5,2021,Positive
1484,Fair,0.0,0.0,Oct,Some shuttles are worst.READ MORE,3,2021,Neutral
1485,Good choice,0.0,0.0,Oct,ExcellentREAD MORE,4,2021,Positive
1486,Terrific purchase,0.0,0.0,Oct,BestREAD MORE,5,2021,Positive
1487,Good quality product,0.0,0.0,Oct,Not badREAD MORE,4,2021,Positive
1488,Wonderful,0.0,0.0,Oct,GoodREAD MORE,5,2021,Positive
1489,Perfect product!,0.0,0.0,Oct,GoodREAD MORE,5,2021,Positive
1490,Good choice,0.0,0.0,Oct,Very niceREAD MORE,4,2021,Positive
1491,Worth every penny,0.0,0.0,Oct,GodREAD MORE,5,2021,Positive
1492,Excellent,0.0,0.0,Oct,excellentREAD MORE,5,2021,Positive
1493,Excellent,0.0,0.0,Oct,This is perfectREAD MORE,5,2021,Positive
1494,Awesome,0.0,0.0,Oct,goodREAD MORE,5,2021,Positive
1495,Slightly disappointed,0.0,0.0,Oct,"I don't think it is Mavis 350, quality is badREAD MORE",2,2021,Negative
1496,Great product,0.0,0.0,Oct,Very good qualityREAD MORE,5,2021,Positive
1497,Worth every penny,0.0,0.0,Oct,Excellent productREAD MORE,5,2021,Positive
1498,Not good,0.0,0.0,Oct,Quality is not goodREAD MORE,2,2021,Negative
1499,Really Nice,0.0,0.0,Oct,GoodREAD MORE,4,2021,Positive
1500,Absolute rubbish!,0.0,0.0,Oct,Worst Quality.....READ MORE,1,2021,Negative
1501,Brilliant,0.0,0.0,Oct,ok okREAD MORE,5,2021,Positive
1502,Awesome,0.0,0.0,Oct,Good one... Little more quality requiredREAD MORE,5,2021,Positive
1503,Wonderful,0.0,0.0,Oct,GoodREAD MORE,4,2021,Positive
1504,Wonderful,0.0,0.0,Oct,Perfect to playREAD MORE,5,2021,Positive
1505,Brilliant,0.0,0.0,Oct,Tq okREAD MORE,5,2021,Positive
1506,Terrific,0.0,0.0,Oct,Genuine product.READ MORE,5,2021,Positive
1507,Excellent,0.0,0.0,Oct,Excellent balanceREAD MORE,5,2021,Positive
1508,Useless product,0.0,0.0,Oct,Too expensiveREAD MORE,1,2021,Negative
1509,Best in the market!,0.0,0.0,Oct,NiceREAD MORE,5,2021,Positive
1510,Great product,0.0,0.0,Oct,Gud to playREAD MORE,5,2021,Positive
1511,Very Good,0.0,0.0,Oct,Value for money 💵 buy it again ☺️READ MORE,4,2021,Positive
1512,Super!,0.0,0.0,Oct,Very..good product.. i really... impressedREAD MORE,5,2021,Positive
1513,Brilliant,0.0,0.0,Oct,Superb corckREAD MORE,5,2021,Positive
1514,Brilliant,0.0,0.0,Oct,GoodREAD MORE,5,2021,Positive
1515,Wonderful,0.0,0.0,Oct,GoodREAD MORE,4,2021,Positive
1516,Worthless,0.0,0.0,Oct,We play 2 hours daily and none of this lasted a whole day. Poor quality .READ MORE,1,2021,Negative
1517,Mind-blowing purchase,0.0,0.0,Oct,SuperREAD MORE,5,2021,Positive
1518,Super!,0.0,0.0,Oct,We use always this.super.READ MORE,5,2021,Positive
1519,Good,0.0,0.0,Oct,Nice 🙂READ MORE,3,2021,Neutral
1520,Does the job,0.0,0.0,Oct,Not so bad and not so good.Average product .READ MORE,3,2021,Neutral
1521,Delightful,0.0,0.0,Oct,niceREAD MORE,4,2021,Positive
1522,Great product,0.0,0.0,Oct,Gods productREAD MORE,5,2021,Positive
1523,Perfect product!,0.0,0.0,Oct,Quality of the product is very good and it's quite genuine productREAD MORE,5,2021,Positive
1524,Terrific purchase,0.0,0.0,Oct,Very good...Durable...READ MORE,5,2021,Positive
1525,Must buy!,0.0,0.0,Oct,There is no one better than yonex MavisREAD MORE,5,2021,Positive
1526,Really Nice,0.0,0.0,Oct,I m using mavis 350 since 5 years.. I would have given 5 stars but -1 star for condition of barrel received. However shuttles are in good condition as it is nylon.Delivery was good received the item within three days.READ MORE,4,2021,Positive
1527,Nice product,0.0,0.0,Oct,Bad packings shuttle complicatedREAD MORE,4,2021,Positive
1528,Very Good,0.0,0.0,Oct,GoodREAD MORE,4,2021,Positive
1529,Excellent,0.0,0.0,Oct,Original made in japanREAD MORE,5,2021,Positive
1530,Brilliant,0.0,0.0,Oct,This is best for beginners and professionalREAD MORE,5,2021,Positive
1531,Perfect product!,0.0,0.0,Oct,Nice Product.READ MORE,5,2021,Positive
1532,Excellent,0.0,0.0,Oct,Super productREAD MORE,5,2021,Positive
1533,Wonderful,0.0,0.0,Oct,MassiveREAD MORE,5,2021,Positive
1534,Pretty good,0.0,0.0,Oct,NiceREAD MORE,4,2021,Positive
1535,Good choice,0.0,0.0,Oct,SuperREAD MORE,4,2021,Positive
1536,Highly recommended,0.0,0.0,Oct,Go for it without any second thoughtsREAD MORE,5,2021,Positive
1537,Horrible,0.0,0.0,Oct,This is not original Yonex Mavis 350. It is a useless cork with the look and branding of Yonex Mavis 350. It won’t last for more than 2 gamesREAD MORE,1,2021,Negative
1538,Terrific,0.0,0.0,Oct,goodREAD MORE,5,2021,Positive
1539,Best in the market!,0.0,0.0,Oct,excellentREAD MORE,5,2021,Positive
1540,Best in the market!,0.0,0.0,Oct,No need mention anything it's always the bestREAD MORE,5,2021,Positive
1541,Just wow!,0.0,0.0,Oct,Excellent qualityREAD MORE,5,2021,Positive
1542,Terrific purchase,0.0,0.0,Oct,Super Quality mind blowingREAD MORE,5,2021,Positive
1543,Best in the market!,0.0,0.0,Oct,Good shuttlesREAD MORE,5,2021,Positive
1544,Fabulous!,0.0,0.0,Oct,All the shuttle are so niceREAD MORE,5,2021,Positive
1545,Must buy!,0.0,0.0,Oct,ExcellentREAD MORE,5,2021,Positive
1546,Super!,0.0,0.0,Oct,Awesome must buyREAD MORE,5,2021,Positive
1547,Brilliant,0.0,0.0,Oct,G9odREAD MORE,5,2021,Positive
1548,Simply awesome,0.0,0.0,Oct,Good quality ☺️READ MORE,5,2021,Positive
1549,Brilliant,0.0,0.0,Oct,GoodREAD MORE,5,2021,Positive
1550,Super!,0.0,0.0,Oct,The best productREAD MORE,5,2021,Positive
1551,Delightful,0.0,0.0,Oct,GoodREAD MORE,4,2021,Positive
1552,Brilliant,0.0,0.0,Oct,"This is my 2nd purchase for same product Good shuttle as compared to othersI don't know but the mavis350 I bought from Flipkart is very very sturdy, nylon skirt gets ripped but cork doesn't get loose or came out of single shuttle and it's good for me We use those ripped shuttle for warm up👍READ MORE",5,2021,Positive
1553,Very Good,0.0,0.0,Oct,Good productREAD MORE,4,2021,Positive
1554,Good choice,0.0,0.0,Oct,"High durability, long lasting,READ MORE",4,2021,Positive
1555,Really Nice,0.0,0.0,Oct,Long life and good qualityREAD MORE,4,2021,Positive
1556,Best in the market!,0.0,0.0,Oct,Good quality. Genuine product.READ MORE,5,2021,Positive
1557,Good,0.0,0.0,Oct,SuparREAD MORE,3,2021,Neutral
1558,Fabulous!,0.0,0.0,Oct,SupperREAD MORE,5,2021,Positive
1559,Great product,0.0,0.0,Oct,Nic oneREAD MORE,5,2021,Positive
1560,Just wow!,0.0,0.0,Oct,GoodREAD MORE,5,2021,Positive
1561,Best in the market!,0.0,0.0,Oct,Product is good and worth of every penny.READ MORE,5,2021,Positive
1562,Good choice,0.0,0.0,Oct,goodREAD MORE,4,2021,Positive
1563,Super!,0.0,0.0,Oct,For a player it's goodREAD MORE,5,2021,Positive
1564,Terrific,0.0,0.0,Oct,Super qulittREAD MORE,5,2021,Positive
1565,Super!,0.0,0.0,Oct,NiceREAD MORE,5,2021,Positive
1566,Wonderful,0.0,0.0,Oct,GoodREAD MORE,5,2021,Positive
1567,Highly recommended,0.0,0.0,Oct,NiceREAD MORE,5,2021,Positive
1568,Delightful,0.0,0.0,Oct,Good has company brandREAD MORE,4,2021,Positive
1569,Wonderful,0.0,0.0,Oct,Value for moneyREAD MORE,5,2021,Positive
1570,Fabulous!,0.0,0.0,Oct,Shuttle is very good perfect for badminton playersREAD MORE,5,2021,Positive
1571,Wonderful,0.0,0.0,Oct,Nice itemREAD MORE,5,2021,Positive
1572,Terrific,0.0,0.0,Sep,Good for playing shuttleREAD MORE,5,2021,Positive
1573,Wonderful,0.0,0.0,Sep,GoodREAD MORE,5,2021,Positive
1574,Worth the money,0.0,0.0,Sep,Superb for outdoor. Nice QualityREAD MORE,4,2021,Positive
1575,Simply awesome,0.0,0.0,Sep,NiceREAD MORE,5,2021,Positive
1576,Terrific purchase,0.0,0.0,Sep,Value for money💯💯READ MORE,5,2021,Positive
1577,Awesome,0.0,0.0,Sep,Very nice shuttle and speedREAD MORE,5,2021,Positive
1578,Mind-blowing purchase,0.0,0.0,Sep,Good and durability is also goodREAD MORE,5,2021,Positive
1579,Brilliant,0.0,0.0,Sep,GoodREAD MORE,5,2021,Positive
1580,Highly recommended,0.0,0.0,Sep,"Good,READ MORE",5,2021,Positive
1581,Brilliant,0.0,0.0,Sep,Excellent shuttle for outdoor use. And can last for 2-3 daysREAD MORE,5,2021,Positive
1582,Good choice,0.0,0.0,Sep,GoodREAD MORE,4,2021,Positive
1583,Value-for-money,0.0,0.0,Sep,It is so goodREAD MORE,4,2021,Positive
1584,Good quality product,0.0,0.0,Sep,GoodREAD MORE,4,2021,Positive
1585,Awesome,0.0,0.0,Sep,Good productREAD MORE,5,2021,Positive
1586,Wonderful,0.0,0.0,Sep,Good productREAD MORE,5,2021,Positive
1587,Awesome,0.0,0.0,Sep,Original . Awesome. Love to FlipkartREAD MORE,5,2021,Positive
1588,Awesome,0.0,0.0,Sep,GudREAD MORE,5,2021,Positive
1589,Classy product,0.0,0.0,Sep,"Very good , but expensive . Try it.READ MORE",5,2021,Positive
1590,Super!,0.0,0.0,Sep,NiceREAD MORE,5,2021,Positive
1591,Nice,0.0,0.0,Sep,First time damage product and next time give the good product.READ MORE,3,2021,Neutral
1592,Brilliant,0.0,0.0,Sep,Great product😇READ MORE,5,2021,Positive
1593,Classy product,0.0,0.0,Sep,Awesome 👌READ MORE,5,2021,Positive
1594,Value-for-money,0.0,0.0,Sep,Worth for money good oneREAD MORE,4,2021,Positive
1595,Mind-blowing purchase,0.0,0.0,Sep,VEERY GOOD PRDUCTREAD MORE,5,2021,Positive
1596,Fabulous!,0.0,0.0,Sep,Perfect for indoor games..READ MORE,5,2021,Positive
1597,Worth every penny,0.0,0.0,Sep,Very Good Quality Provided By Flipkart!READ MORE,5,2021,Positive
1598,Excellent,0.0,0.0,Sep,Good product...READ MORE,5,2021,Positive
1599,Nice product,0.0,0.0,Sep,Good productREAD MORE,4,2021,Positive
1600,Just wow!,0.0,0.0,Sep,Very goodREAD MORE,5,2021,Positive
1601,Wonderful,0.0,0.0,Sep,ExcellentREAD MORE,5,2021,Positive
1602,Super!,0.0,0.0,Sep,Shuttlecock quality is much more betterREAD MORE,5,2021,Positive
1603,Bad quality,0.0,0.0,Sep,The shuttles areREAD MORE,2,2021,Negative
1604,Super!,0.0,0.0,Sep,Perfect for intermediate level of playingREAD MORE,5,2021,Positive
1605,Simply awesome,0.0,0.0,Sep,Good product for yonex and good service for FlipkartREAD MORE,5,2021,Positive
1606,Best in the market!,0.0,0.0,Sep,It's good I really appreciateREAD MORE,5,2021,Positive
1607,Must buy!,0.0,0.0,Sep,Excellent shuttle.....READ MORE,5,2021,Positive
1608,Good choice,0.0,0.0,Sep,Nice oneREAD MORE,4,2021,Positive
1609,Brilliant,0.0,0.0,Sep,WorthyREAD MORE,5,2021,Positive
1610,Highly recommended,0.0,0.0,Sep,I am happyREAD MORE,5,2021,Positive
1611,Excellent,0.0,0.0,Sep,Kollam superREAD MORE,5,2021,Positive
1612,Just wow!,0.0,0.0,Sep,Genuine product...thanks flipkartREAD MORE,5,2021,Positive
1613,Terrific,0.0,0.0,Sep,Very good productREAD MORE,5,2021,Positive
1614,Did not meet expectations,0.0,0.0,Sep,This time not good soREAD MORE,1,2021,Negative
1615,Very poor,0.0,0.0,Sep,Not worth for even single star.READ MORE,1,2021,Negative
1616,Value-for-money,0.0,0.0,Sep,Fine oneREAD MORE,4,2021,Positive
1617,Great product,0.0,0.0,Sep,GoodREAD MORE,5,2021,Positive
1618,Did not meet expectations,0.0,0.0,Sep,Very poor QualityREAD MORE,1,2021,Negative
1619,Very poor,0.0,0.0,Sep,Quality was not good after playing one or two games the bottom came off the shuttle.READ MORE,1,2021,Negative
1620,Simply awesome,0.0,0.0,Sep,Very goodREAD MORE,5,2021,Positive
1621,Slightly disappointed,0.0,0.0,Sep,Quality not goodREAD MORE,2,2021,Negative
1622,Brilliant,0.0,0.0,Sep,Good & original productREAD MORE,5,2021,Positive
1623,Must buy!,0.0,0.0,Sep,Good qualityREAD MORE,5,2021,Positive
1624,Brilliant,0.0,0.0,Sep,Excellent.READ MORE,5,2021,Positive
1625,Great product,0.0,0.0,Sep,Very goodREAD MORE,5,2021,Positive
1626,Utterly Disappointed,0.0,0.0,Sep,Bad product 🥴READ MORE,1,2021,Negative
1627,Really Nice,0.0,0.0,Sep,NiceREAD MORE,4,2021,Positive
1628,Perfect product!,0.0,0.0,Sep,No one is like YonexREAD MORE,5,2021,Positive
1629,Wonderful,0.0,0.0,Sep,Good build qualityREAD MORE,4,2021,Positive
1630,Slightly disappointed,0.0,0.0,Sep,GoodREAD MORE,4,2021,Positive
1631,Moderate,0.0,0.0,Sep,NiceREAD MORE,5,2021,Positive
1632,Really Nice,0.0,0.0,Sep,"Not the original one which is made by Yonex company..look is completely same with the original product. it's very difficult to differentiate with original product.but when you play with this,you can feel the difference with original one.not lasting like original.good for beginners..READ MORE",3,2021,Neutral
1633,Classy product,0.0,0.0,Sep,Gd productREAD MORE,5,2021,Positive
1634,Awesome,0.0,0.0,Sep,NiceREAD MORE,5,2021,Positive
1635,Wonderful,0.0,0.0,Sep,Nice productREAD MORE,5,2021,Positive
1636,Does the job,0.0,0.0,Sep,SupebREAD MORE,4,2021,Positive
1637,Worth every penny,0.0,0.0,Sep,Very good 😊😊😊😊😊READ MORE,5,2021,Positive
1638,Fabulous!,0.0,0.0,Sep,ExcellentREAD MORE,5,2021,Positive
1639,Perfect product!,0.0,0.0,Sep,SuperREAD MORE,5,2021,Positive
1640,Fabulous!,0.0,0.0,Sep,Very cheap quality... Didn't least fir one gameREAD MORE,3,2021,Neutral
1641,Pretty good,0.0,0.0,Sep,This product is a very bad and totally changed.READ MORE,2,2021,Negative
1642,Worth the money,0.0,0.0,Sep,NiceREAD MORE,4,2021,Positive
1643,Excellent,0.0,0.0,Sep,Good itemREAD MORE,5,2021,Positive
1644,Simply awesome,0.0,0.0,Sep,superREAD MORE,5,2021,Positive
1645,Simply awesome,0.0,0.0,Sep,Nice product u can go for it.. Packing was good overall genuine product worth for money.READ MORE,4,2021,Positive
1646,Excellent,0.0,0.0,Sep,Old productREAD MORE,3,2021,Neutral
1647,Excellent,0.0,0.0,Sep,Worth of costREAD MORE,5,2021,Positive
1648,Terrific purchase,0.0,0.0,Sep,GoodREAD MORE,5,2021,Positive
1649,Perfect product!,0.0,0.0,Sep,Best in mid range for daily useREAD MORE,5,2021,Positive
1650,Wonderful,0.0,0.0,Sep,GoodREAD MORE,5,2021,Positive
1651,Highly recommended,0.0,0.0,Sep,Very nice product.READ MORE,4,2021,Positive
1652,Did not meet expectations,0.0,0.0,Sep,Nice product.READ MORE,4,2021,Positive
1653,Wonderful,0.0,0.0,Sep,See getting mavis 350 in market is quite confused one with originality and it's transportation charge exceeds than our budget but flipkart made us so comfortable by providing highly original product with good packing and timy delivery.READ MORE,5,2021,Positive
1654,Super!,0.0,0.0,Sep,ExcellentREAD MORE,5,2021,Positive
1655,Worth the money,0.0,0.0,Sep,GoodREAD MORE,5,2021,Positive
1656,Really Nice,0.0,0.0,Sep,Better qualityREAD MORE,5,2021,Positive
1657,Brilliant,0.0,0.0,Sep,Good quality shuttles. Delivery is also fastREAD MORE,5,2021,Positive
1658,Worth every penny,0.0,0.0,Sep,Original shuttle ❤️🔥READ MORE,5,2021,Positive
1659,Pretty good,0.0,0.0,Aug,Very goodREAD MORE,5,2021,Positive
1660,Must buy!,0.0,0.0,Aug,Poor responsed from FlipkartREAD MORE,4,2021,Positive
1661,Very Good,0.0,0.0,Aug,Fantastic….READ MORE,5,2021,Positive
1662,Best in the market!,0.0,0.0,Aug,Very very disappoinment Flipkart...I ordered 2set of mavis 350 shuttle but 12 shuttles are very very poor quality... 1shuttle only for 2 gameVer very disappoinmentREAD MORE,1,2021,Negative
1663,Highly recommended,0.0,0.0,Aug,Nuber one qualittyREAD MORE,5,2021,Positive
1664,Moderate,0.0,0.0,Aug,SuperREAD MORE,5,2021,Positive
1665,Fabulous!,0.0,0.0,Aug,GoodREAD MORE,4,2021,Positive
1666,Perfect product!,0.0,0.0,Aug,Value for moneyREAD MORE,4,2021,Positive
1667,Good,0.0,0.0,Aug,Original product love it..READ MORE,5,2021,Positive
1668,Classy product,0.0,0.0,Aug,Good to see that what is described by Brand and seller are spot on..Ideal for beginners to Amateur players.READ MORE,5,2021,Positive
1669,Delightful,0.0,0.0,Aug,Good oneREAD MORE,4,2021,Positive
